         349480367 function calls (341997083 primitive calls) in 308.596 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:546(_get_config_or_cache_dir)
       25    0.000    0.000    0.000    0.000 __init__.py:55(mark_rewrite)
        1    0.000    0.000    0.000    0.000 __init__.py:583(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:583(_get_configdir)
      565    0.001    0.000    0.004    0.000 __init__.py:586(update)
        1    0.000    0.000    0.000    0.000 __init__.py:59(AssertionState)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:606(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:619(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 __init__.py:626(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:634(WorkingSet)
        1    0.000    0.000    0.213    0.213 __init__.py:637(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.213    0.213 __init__.py:650(_build_master)
        1    0.000    0.000    0.000    0.000 __init__.py:66(converter)
        1    0.000    0.000    0.000    0.000 __init__.py:669(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        2    0.000    0.000    0.000    0.000 __init__.py:683(__init__)
       22    0.001    0.000    0.344    0.016 __init__.py:692(add_entry)
        1    0.000    0.000    0.001    0.001 __init__.py:694(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:696(Sorter)
        2    0.000    0.000    0.244    0.122 __init__.py:7(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:724(gen_candidates)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Xlator)
      180    0.000    0.000    0.000    0.000 __init__.py:750(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:76(__PackageSupportBuildPath__)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
      358    0.002    0.000    0.004    0.000 __init__.py:767(add)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:772(RcParams)
      291    0.000    0.000    0.000    0.000 __init__.py:781(<genexpr>)
        3    0.000    0.000    0.005    0.002 __init__.py:792(__init__)
      584    0.001    0.000    0.004    0.000 __init__.py:795(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:798(createLock)
        2    0.000    0.000    0.100    0.050 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:8(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Null)
       10    0.000    0.000    0.000    0.000 __init__.py:825(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:85(tostr)
        1    0.000    0.000    0.000    0.000 __init__.py:858(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:863(__iter__)
        1    0.000    0.000    0.037    0.037 __init__.py:88(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:888(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:889(RingBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:896(__Full)
        2    0.000    0.000    0.029    0.015 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:9(ExtType)
        1    0.000    0.000    0.000    0.000 __init__.py:908(is_url)
        2    0.000    0.000    0.000    0.000 __init__.py:919(_open_file_or_url)
        1    0.000    0.000    0.000    0.000 __init__.py:92(todatetime)
        1    0.000    0.000    0.001    0.001 __init__.py:937(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 __init__.py:949(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:95(PEP440Warning)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:988(subscribe)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
    39/35    0.000    0.000    0.036    0.001 _apipkg.py:110(__makeattr)
        2    0.000    0.000    0.000    0.000 _apipkg.py:14(_py_abspath)
        4    0.000    0.000    0.000    0.000 _apipkg.py:150(AliasModule)
        1    0.000    0.000    0.007    0.007 _apipkg.py:153(getmod)
        4    0.000    0.000    0.000    0.000 _apipkg.py:161(AliasModule)
        1    0.000    0.000    0.007    0.007 _apipkg.py:169(__getattribute__)
        1    0.000    0.000    0.000    0.000 _apipkg.py:25(initpkg)
        1    0.000    0.000    0.000    0.000 _apipkg.py:38(<listcomp>)
        7    0.000    0.000    0.042    0.006 _apipkg.py:47(importobj)
        1    0.000    0.000    0.000    0.000 _apipkg.py:58(ApiModule)
        1    0.000    0.000    0.000    0.000 _apipkg.py:65(__docset)
     10/1    0.000    0.000    0.000    0.000 _apipkg.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _apipkg.py:7(<module>)
       10    0.000    0.000    0.000    0.000 _apipkg.py:71(<listcomp>)
        1    0.000    0.000    0.000    0.000 _backports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _builtin.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _builtin.py:238(_tryimport)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       50    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       80    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        4    0.000    0.000    0.005    0.001 _collections_abc.py:824(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _common.py:233(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:98(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:37(_mpl_ge_1_5_0)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.180    0.180 _converter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _converter.py:1019(TimeSeries_TimedeltaFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:103(TimeFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:127(PeriodConverter)
        1    0.000    0.000    0.000    0.000 _converter.py:187(DatetimeConverter)
        1    0.000    0.000    0.000    0.000 _converter.py:256(PandasAutoDateFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:272(PandasAutoDateLocator)
        1    0.000    0.000    0.000    0.000 _converter.py:297(MilliSecondLocator)
        1    0.000    0.000    0.000    0.000 _converter.py:48(register)
        1    0.000    0.000    0.000    0.000 _converter.py:74(TimeConverter)
        1    0.000    0.000    0.000    0.000 _converter.py:871(TimeSeries_DateLocator)
        1    0.000    0.000    0.000    0.000 _converter.py:953(TimeSeries_DateFormatter)
        1    0.000    0.000    0.000    0.000 _core.py:1056(AreaPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1128(BarPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1246(BarhPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1268(HistPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1349(KdePlot)
        1    0.000    0.000    0.000    0.000 _core.py:1401(PiePlot)
        1    0.000    0.000    0.000    0.000 _core.py:1467(BoxPlot)
        1    0.000    0.000    0.000    0.000 _core.py:2415(BasePlotMethods)
        1    0.000    0.000    0.000    0.000 _core.py:2424(SeriesPlotMethods)
        1    0.000    0.000    0.000    0.000 _core.py:2597(FramePlotMethods)
        1    0.000    0.000    0.002    0.002 _core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:62(MPLPlot)
        1    0.000    0.000    0.000    0.000 _core.py:769(PlanePlot)
        1    0.000    0.000    0.000    0.000 _core.py:802(ScatterPlot)
        1    0.000    0.000    0.000    0.000 _core.py:866(HexBinPlot)
        1    0.000    0.000    0.000    0.000 _core.py:898(LinePlot)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorators.py:100(Substitution)
      191    0.000    0.000    0.000    0.000 _decorators.py:129(__init__)
      191    0.001    0.000    0.001    0.000 _decorators.py:135(__call__)
        1    0.000    0.000    0.000    0.000 _decorators.py:156(Appender)
      601    0.000    0.000    0.000    0.000 _decorators.py:176(__init__)
      601    0.001    0.000    0.029    0.000 _decorators.py:183(__call__)
       18    0.000    0.000    0.000    0.000 _decorators.py:19(deprecate_kwarg)
        3    0.000    0.000    0.000    0.000 _decorators.py:191(indent)
        1    0.000    0.000    0.000    0.000 _decorators.py:227(docstring_wrapper)
       18    0.000    0.000    0.000    0.000 _decorators.py:64(_deprecate_kwarg)
        6    0.000    0.000    0.000    0.000 _decorators.py:9(deprecate)
        1    0.000    0.000    0.000    0.000 _depr_module.py:10(_DeprecatedModule)
        5    0.000    0.000    0.000    0.000 _depr_module.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _depr_module.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _error.py:34(ErrorMaker)
        1    0.000    0.000    0.000    0.000 _error.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _error.py:42(__getattr__)
        1    0.000    0.000    0.000    0.000 _error.py:7(Error)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:56(_NoValue)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:340(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
       98    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.000    0.000 _internal.py:200(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:210(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:233(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_ctypes)
       20    0.000    0.000    0.000    0.000 _internal.py:241(__init__)
       20    0.000    0.000    0.000    0.000 _internal.py:266(get_data)
        1    0.000    0.000    0.045    0.045 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:671(TooHardError)
        1    0.000    0.000    0.000    0.000 _internal.py:674(AxisError)
       51    0.000    0.000    0.000    0.000 _internal.py:703(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:714(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
