         349480367 function calls (341997083 primitive calls) in 308.596 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1387023    3.760    0.000   10.979    0.000 internals.py:2683(make_block)
        1    0.000    0.000    0.000    0.000 internals.py:2724(BlockManager)
   196978    0.922    0.000   13.177    0.000 internals.py:2779(__init__)
   196978    0.247    0.000    0.461    0.000 internals.py:2780(<listcomp>)
   788044    1.345    0.000    3.368    0.000 internals.py:2820(shape)
  2364132    0.673    0.000    2.023    0.000 internals.py:2822(<genexpr>)
   591229    0.227    0.000    0.304    0.000 internals.py:2824(ndim)
      150    0.000    0.000    0.000    0.000 internals.py:2864(_is_single_block)
   196979    3.322    0.000    7.565    0.000 internals.py:2876(_rebuild_blknos_and_blklocs)
  1203893    0.315    0.000    0.315    0.000 internals.py:2897(_get_items)
   393952    0.127    0.000    0.127    0.000 internals.py:295(shape)
   594885    0.427    0.000    1.162    0.000 internals.py:2986(__len__)
   196978    0.811    0.000    2.724    0.000 internals.py:3001(_verify_integrity)
   590930    0.274    0.000    0.421    0.000 internals.py:3003(<genexpr>)
  4407674    1.053    0.000    1.053    0.000 internals.py:303(dtype)
   393952    0.530    0.000    0.610    0.000 internals.py:307(ftype)
   586594    0.195    0.000    0.195    0.000 internals.py:3296(is_consolidated)
   196978    0.468    0.000    1.331    0.000 internals.py:3304(_consolidate_check)
   196978    0.202    0.000    0.812    0.000 internals.py:3305(<listcomp>)
        5    0.000    0.000    0.000    0.000 internals.py:3309(is_mixed_type)
   206014    0.201    0.000    0.201    0.000 internals.py:332(iget)
        5    0.000    0.000    0.001    0.000 internals.py:3438(as_matrix)
        5    0.000    0.000    0.001    0.000 internals.py:3452(_interleave)
   192669    0.123    0.000    0.202    0.000 internals.py:3560(consolidate)
   393925    0.186    0.000    0.302    0.000 internals.py:3576(_consolidate_inplace)
   206014    0.623    0.000    6.159    0.000 internals.py:3583(get)
   206014    1.182    0.000    4.427    0.000 internals.py:3612(iget)
        1    0.000    0.000    0.000    0.000 internals.py:3645(delete)
        3    0.000    0.000    0.000    0.000 internals.py:3678(<genexpr>)
   196962    0.801    0.000   39.278    0.000 internals.py:3860(reindex_indexer)
   196837    0.591    0.000   24.980    0.000 internals.py:3895(<listcomp>)
      125    0.002    0.000    0.029    0.000 internals.py:3903(_slice_take_blocks_ax0)
   196952    2.121    0.000   52.099    0.000 internals.py:3990(take)
        1    0.000    0.000    0.000    0.000 internals.py:4070(SingleBlockManager)
   993071    2.717    0.000   10.643    0.000 internals.py:4078(__init__)
  5587640    1.230    0.000    1.230    0.000 internals.py:4124(_block)
  3619748    2.435    0.000    4.101    0.000 internals.py:4194(dtype)
   400054    0.329    0.000    0.490    0.000 internals.py:4218(external_values)
   598426    0.553    0.000    0.923    0.000 internals.py:4221(internal_values)
   969412    1.161    0.000    2.790    0.000 internals.py:4224(get_values)
        5    0.000    0.000    0.001    0.000 internals.py:4283(create_block_manager_from_blocks)
        1    0.000    0.000    0.001    0.001 internals.py:4306(create_block_manager_from_arrays)
        1    0.000    0.000    0.001    0.001 internals.py:4317(form_blocks)
        1    0.000    0.000    0.000    0.000 internals.py:4427(_simple_blockify)
        2    0.000    0.000    0.000    0.000 internals.py:4441(_multi_blockify)
       31    0.000    0.000    0.000    0.000 internals.py:4445(<lambda>)
        3    0.000    0.000    0.000    0.000 internals.py:4473(_stack_arrays)
       32    0.000    0.000    0.000    0.000 internals.py:4476(_asarray_compat)
        3    0.000    0.000    0.000    0.000 internals.py:4482(_shape_compat)
        5    0.000    0.000    0.000    0.000 internals.py:4500(_interleaved_dtype)
        5    0.000    0.000    0.000    0.000 internals.py:4504(<listcomp>)
      435    0.001    0.000    0.002    0.000 internals.py:4665(_get_blkno_placements)
       10    0.000    0.000    0.006    0.001 internals.py:4814(concatenate_block_managers)
       10    0.000    0.000    0.001    0.000 internals.py:4827(<listcomp>)
       10    0.000    0.000    0.005    0.000 internals.py:4830(<listcomp>)
       20    0.000    0.000    0.003    0.000 internals.py:4837(get_empty_dtype_and_na)
       20    0.000    0.000    0.004    0.000 internals.py:4927(concatenate_join_units)
       20    0.000    0.000    0.000    0.000 internals.py:4937(<listcomp>)
       20    0.000    0.000    0.001    0.000 internals.py:4952(get_mgr_concatenation_plan)
       30    0.000    0.000    0.000    0.000 internals.py:5031(combine_concat_plans)
       60    0.000    0.000    0.000    0.000 internals.py:5056(_next_or_none)
        1    0.000    0.000    0.000    0.000 internals.py:5123(JoinUnit)
       40    0.000    0.000    0.000    0.000 internals.py:5125(__init__)
       40    0.000    0.000    0.000    0.000 internals.py:5137(needs_filling)
       40    0.000    0.000    0.000    0.000 internals.py:5146(dtype)
       40    0.000    0.000    0.002    0.000 internals.py:5159(is_null)
       40    0.000    0.000    0.000    0.000 internals.py:5188(get_reindexed_values)
        1    0.000    0.000    0.000    0.000 internals.py:5246(_fast_count_smallints)
      125    0.000    0.000    0.001    0.000 internals.py:5257(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 internals.py:74(Block)
        1    0.000    0.000    0.001    0.001 interval.py:1(<module>)
        4    0.000    0.000    0.000    0.000 interval.py:1000(_setop)
        1    0.000    0.000    0.000    0.000 interval.py:95(IntervalIndex)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1460(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1559(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1593(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1613(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1877(IPv6Address)
       99    0.000    0.000    0.000    0.000 ipaddress.py:1883(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2057(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2144(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2160(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2266(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.001    0.001    0.001    0.001 ipaddress.py:385(_IPAddressBase)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 json.py:103(FrameWriter)
        1    0.000    0.000    0.000    0.000 json.py:118(JSONTableWriter)
        1    0.000    0.000    0.015    0.015 json.py:2(<module>)
        1    0.000    0.000    0.000    0.000 json.py:366(Parser)
        1    0.000    0.000    0.000    0.000 json.py:557(SeriesParser)
        1    0.000    0.000    0.000    0.000 json.py:60(Writer)
        1    0.000    0.000    0.000    0.000 json.py:603(FrameParser)
        1    0.000    0.000    0.000    0.000 json.py:94(SeriesWriter)
        1    0.000    0.000    0.015    0.015 junitxml.py:10(<module>)
        1    0.000    0.000    0.000    0.000 junitxml.py:213(pytest_addoption)
        1    0.000    0.000    0.000    0.000 junitxml.py:262(LogXML)
        1    0.000    0.000    0.000    0.000 junitxml.py:31(Junit)
        1    0.000    0.000    0.000    0.000 junitxml.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 junitxml.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 junitxml.py:68(_NodeReporter)
        1    0.000    0.000    0.000    0.000 laguerre.py:1760(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.001    0.001 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:13(LazyDict)
        2    0.000    0.000    0.000    0.000 lazy.py:135(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:140(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:145(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:168(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:80(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:87(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:92(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1790(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.010    0.010 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
      144    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      144    0.000    0.000    0.004    0.000 linecache.py:15(getline)
      144    0.000    0.000    0.004    0.000 linecache.py:37(getlines)
       48    0.000    0.000    0.003    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.005    0.005 linecache.py:6(<module>)
        2    0.000    0.000    0.004    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 list.py:12(SparseList)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 local.py:106(LocalPath)
        1    0.000    0.000    0.000    0.000 local.py:110(ImportMismatchError)
        1    0.000    0.000    0.000    0.000 local.py:114(Checkers)
        4    0.000    0.000    0.000    0.000 local.py:138(__init__)
        1    0.000    0.000    0.000    0.000 local.py:21(Stat)
        1    0.000    0.000    0.007    0.007 local.py:3(<module>)
        3    0.000    0.000    0.000    0.000 local.py:310(dirpath)
        1    0.000    0.000    0.000    0.000 local.py:56(PosixPath)
       20    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:462(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:565(getlocale)
        1    0.000    0.000    0.000    0.000 locale.py:612(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.005    0.005 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        3    0.000    0.000  308.629  102.876 main.py:1(<module>)
        1    0.001    0.001  304.546  304.546 main.py:107(cross_validation)
        1    0.000    0.000    0.008    0.008 main.py:13(read_dataset)
        5    0.000    0.000    0.000    0.000 main.py:135(accuracy)
        5    0.000    0.000    0.000    0.000 main.py:142(precision)
        5    0.000    0.000    0.000    0.000 main.py:163(recall)
        5    0.002    0.000    0.643    0.129 main.py:184(test_RF)
        5    0.000    0.000    0.000    0.000 main.py:192(<listcomp>)
        1    0.000    0.000    0.001    0.001 main.py:209(print_cross_validation)
        1    0.000    0.000    0.000    0.000 main.py:212(FSHookProxy)
        1    0.000    0.000    0.000    0.000 main.py:224(_CompatProperty)
        6    0.000    0.000    0.000    0.000 main.py:225(__init__)
        1    0.000    0.000    0.000    0.000 main.py:240(NodeKeywords)
        1    0.000    0.000    0.000    0.000 main.py:276(Node)
        1    0.000    0.000    0.000    0.000 main.py:31(pytest_addoption)
        1    0.000    0.000    0.000    0.000 main.py:481(Collector)
        1    0.000    0.000    0.000    0.000 main.py:486(CollectError)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 main.py:511(FSCollector)
        1    0.000    0.000    0.000    0.000 main.py:530(File)
        1    0.000    0.000    0.000    0.000 main.py:534(Item)
        1    0.000    0.000    0.000    0.000 main.py:584(NoMatch)
        1    0.000    0.000    0.000    0.000 main.py:588(Interrupted)
        1    0.000    0.000    0.000    0.000 main.py:593(Session)
        1    0.000    0.000    0.000    0.000 main.py:78(<dictcomp>)
        5    0.000    0.000    0.031    0.006 main.py:85(holdout)
        1    0.000    0.000    0.000    0.000 main.py:86(pytest_namespace)
        1    0.000    0.000    0.008    0.008 mark.py:1(<module>)
        6    0.000    0.000    0.000    0.000 mark.py:12(alias)
        1    0.000    0.000    0.000    0.000 mark.py:166(MarkMapping)
        1    0.000    0.000    0.000    0.000 mark.py:181(KeywordMapping)
        1    0.000    0.000    0.000    0.000 mark.py:22(ParameterSet)
        1    0.000    0.000    0.000    0.000 mark.py:246(MarkGenerator)
        1    0.000    0.000    0.000    0.000 mark.py:259(__getattr__)
        1    0.000    0.000    0.000    0.000 mark.py:286(MarkDecorator)
        1    0.000    0.000    0.000    0.000 mark.py:320(__init__)
        1    0.000    0.000    0.000    0.000 mark.py:402(Mark)
        1    0.000    0.000    0.000    0.000 mark.py:411(MarkInfo)
        1    0.000    0.000    0.000    0.000 mark.py:75(MarkerError)
        1    0.000    0.000    0.000    0.000 mark.py:84(pytest_addoption)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1001(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1102(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:491(_MergeOperation)
        1    0.000    0.000    0.000    0.000 merge.py:61(MergeError)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.003    0.003 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
   401172    2.921    0.000   10.806    0.000 missing.py:119(_isnull_ndarraylike)
   192520    0.377    0.000    0.671    0.000 missing.py:247(array_equivalent)
   799550    0.370    0.000   14.357    0.000 missing.py:26(isnull)
        2    0.000    0.000    0.000    0.000 missing.py:3(<module>)
        4    0.000    0.000    0.000    0.000 missing.py:449(_interp_wrapper)
   799550    1.225    0.000   13.987    0.000 missing.py:47(_isnull_new)
      155    0.000    0.000    0.000    0.000 missing.py:579(clean_reindex_fill_method)
   197868    0.166    0.000    0.947    0.000 missing.py:583(fill_zeros)
      155    0.000    0.000    0.000    0.000 missing.py:73(clean_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 moments.py:4(<module>)
        9    0.000    0.000    0.000    0.000 moments.py:457(_rolling_func)
        9    0.000    0.000    0.000    0.000 moments.py:674(_expanding_func)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:100(MonkeyPatch)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:92(Notset)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:3(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:51(MultiIndex)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.107    0.107 nanops.py:1(<module>)
      539    0.001    0.000    0.002    0.000 nanops.py:165(_get_fill_value)
      539    0.003    0.000    0.025    0.000 nanops.py:188(_get_values)
      539    0.004    0.000    0.011    0.000 nanops.py:233(_isfinite)
     1078    0.001    0.000    0.002    0.000 nanops.py:242(_na_ok_dtype)
      539    0.000    0.000    0.002    0.000 nanops.py:246(_view_if_needed)
        1    0.000    0.000    0.000    0.000 nanops.py:32(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:42(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:44(__init__)
        2    0.000    0.000    0.000    0.000 nanops.py:446(_nanminmax)
       28    0.000    0.000    0.000    0.000 nanops.py:46(<genexpr>)
      539    0.002    0.000    0.031    0.000 nanops.py:473(nanargmax)
       11    0.000    0.000    0.000    0.000 nanops.py:52(__call__)
      539    0.000    0.000    0.003    0.000 nanops.py:626(_maybe_arg_null_out)
        1    0.000    0.000    0.000    0.000 nanops.py:75(bottleneck_switch)
        7    0.000    0.000    0.000    0.000 nanops.py:77(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:779(make_nancomp)
        7    0.000    0.000    0.000    0.000 nanops.py:81(__call__)
        1    0.000    0.000    0.007    0.007 necompiler.py:11(<module>)
        1    0.000    0.000    0.000    0.000 necompiler.py:216(Register)
        1    0.000    0.000    0.000    0.000 necompiler.py:245(Immediate)
        1    0.000    0.000    0.000    0.000 necompiler.py:77(ASTNode)
        1    0.000    0.000    0.000    0.000 nonreduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalize.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
       20    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.021    0.021 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
     3472    0.007    0.000    0.010    0.000 ntpath.py:121(splitdrive)
      921    0.005    0.000    0.009    0.000 ntpath.py:199(split)
      714    0.001    0.000    0.004    0.000 ntpath.py:222(splitext)
      358    0.000    0.000    0.004    0.000 ntpath.py:233(basename)
      563    0.000    0.000    0.006    0.000 ntpath.py:240(dirname)
        4    0.000    0.000    0.000    0.000 ntpath.py:308(expanduser)
      921    0.000    0.000    0.001    0.000 ntpath.py:33(_get_bothseps)
       15    0.000    0.000    0.000    0.000 ntpath.py:43(normcase)
       26    0.000    0.000    0.000    0.000 ntpath.py:471(normpath)
       22    0.000    0.000    0.000    0.000 ntpath.py:538(abspath)
     1260    0.005    0.000    0.013    0.000 ntpath.py:74(join)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        9    0.000    0.000    0.000    0.000 numbers.py:283(__float__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        3    0.000    0.000    0.027    0.009 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:112(Int64Index)
       50    0.000    0.000    0.000    0.000 numeric.py:125(inferred_type)
       10    0.000    0.000    0.000    0.000 numeric.py:150(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:170(UInt64Index)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 numeric.py:21(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:2365(identity)
        1    0.000    0.000    0.000    0.000 numeric.py:248(Float64Index)
  1560954    2.981    0.000    6.866    0.000 numeric.py:2667(seterr)
  1560954    2.385    0.000    2.566    0.000 numeric.py:2767(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2992(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2997(errstate)
   198428    0.205    0.000    1.137    0.000 numeric.py:30(__new__)
   780477    0.683    0.000    0.860    0.000 numeric.py:3060(__init__)
   780477    0.824    0.000    5.120    0.000 numeric.py:3064(__enter__)
   780477    0.686    0.000    3.256    0.000 numeric.py:3069(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
  1564497    0.701    0.000    7.211    0.000 numeric.py:463(asarray)
   201395    0.092    0.000    0.747    0.000 numeric.py:534(asanyarray)
        3    0.000    0.000    0.000    0.000 numeric.py:660(require)
        6    0.000    0.000    0.000    0.000 numeric.py:729(<genexpr>)
   397824    0.076    0.000    0.076    0.000 numeric.py:75(is_all_dates)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
       16    0.000    0.000    0.000    0.000 numerictypes.py:1015(<listcomp>)
       16    0.000    0.000    0.000    0.000 numerictypes.py:1016(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       38    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       12    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
       32    0.000    0.000    0.000    0.000 numerictypes.py:942(_can_coerce_all)
      105    0.000    0.000    0.000    0.000 numerictypes.py:951(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
       16    0.000    0.000    0.000    0.000 numerictypes.py:964(find_common_type)
        1    0.000    0.000    0.025    0.025 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1009(<listcomp>)
       10    0.000    0.000    0.000    0.000 offsets.py:106(apply_index_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:1073(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1103(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1114(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1142(MonthBegin)
        1    0.001    0.001    0.001    0.001 offsets.py:1167(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1258(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:126(ApplyTypeError)
        1    0.000    0.000    0.000    0.000 offsets.py:131(CacheableOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1317(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:135(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1375(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1401(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1439(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1499(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1560(Week)
        1    0.000    0.000    0.000    0.000 offsets.py:1645(WeekDay)
        8    0.000    0.000    0.000    0.000 offsets.py:1665(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1845(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1882(BQuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:191(__init__)
       13    0.000    0.000    0.000    0.000 offsets.py:1929(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1933(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1969(QuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:197(_determine_offset)
        1    0.000    0.000    0.000    0.000 offsets.py:2018(QuarterBegin)
        7    0.000    0.000    0.000    0.000 offsets.py:202(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2077(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2113(BYearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2145(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2208(YearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2258(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:2482(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 offsets.py:2640(Easter)
        6    0.000    0.000    0.000    0.000 offsets.py:2685(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2692(Tick)
        1    0.000    0.000    0.000    0.000 offsets.py:2807(Day)
        1    0.000    0.000    0.000    0.000 offsets.py:2812(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2817(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2822(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2827(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2832(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2837(Nano)
